City,Country,Humidity,Longitude,latitude,Date,Max Temp,Wind Speed,cloudiness
Comodoro Rivadavia,AR,48,-67.5,-45.8667,1661672765,40.86,5.75,0
Alice Springs,AU,18,133.8833,-23.7,1661672765,71.15,0.0,90
Owando,CG,67,15.8999,-0.4819,1661672767,79.27,4.41,89
Mahibadhoo,MV,83,72.9667,3.7833,1661672767,78.8,14.29,73
Honiara,SB,88,159.95,-9.4333,1661672768,77.88,9.17,72
Yerbogachën,RU,95,108.0108,61.2767,1661672768,42.4,17.09,100
Vostok,RU,75,135.8833,46.4856,1661672768,58.5,6.62,38
Nur-Sultan,KZ,23,71.446,51.1801,1661672769,71.55,13.42,0
Nador,MA,83,-2.9287,35.174,1661672769,80.85,5.75,75
Kiryat Gat,IL,100,34.7642,31.61,1661672770,96.4,8.21,0
Shimoda,JP,90,138.95,34.6667,1661672770,75.56,19.46,100
Launceston,AU,76,147.1667,-41.45,1661672641,55.8,10.36,14
Departamento de Maldonado,UY,56,-54.9167,-34.6667,1661672770,46.22,11.95,46
Santa Isabel Rio Negro,BR,98,-65.0192,-0.4139,1661672771,70.99,1.01,100
Baghdad,IQ,16,44.4009,33.3406,1661672648,98.51,16.11,0
Aba,NG,78,7.3667,5.1066,1661672605,74.82,4.16,100
Deputatsky,RU,58,139.9,69.3,1661672771,54.48,7.2,99
Bayjī,IQ,5,43.487,34.9311,1661672772,106.43,16.8,0
Jinan,CN,92,116.9972,36.6683,1661672772,59.81,3.06,100
Kontagora,NG,95,5.4695,10.3999,1661672773,70.63,5.55,100
Severomuysk,RU,56,113.4267,56.1481,1661672773,54.93,4.43,100
Kaohsiung City,TW,83,120.3133,22.6163,1661672774,80.55,10.36,75
Itako,JP,94,140.55,35.9333,1661672774,72.34,12.39,100
Bambamarca,PE,91,-78.5333,-6.6833,1661672774,50.92,2.55,46
Tuatapere,NZ,93,167.6833,-46.1333,1661672775,43.34,3.91,11
Cap-aux-Meules,CA,77,-61.8597,47.3821,1661672775,60.82,6.91,4
Magistral'nyy,RU,62,107.4458,56.1725,1661672775,52.14,9.42,100
Mayfield,US,90,-88.6367,36.7417,1661672776,74.14,3.44,0
Mezen',RU,59,44.24,65.8522,1661672776,69.26,10.85,92
Pontes e Lacerda,BR,41,-59.3353,-15.2261,1661672755,74.16,1.39,9
Santa Catarina de Tepehuanes,MX,91,-105.7333,25.35,1661672777,63.57,4.88,100
Voznesen'ye,RU,54,35.4781,61.0106,1661672777,75.25,6.71,10
Margate,GB,71,1.3862,51.3813,1661672777,66.69,7.0,95
Capanema,BR,98,-47.1808,-1.1958,1661672778,70.7,3.31,100
Impfondo,CG,84,18.0667,1.6381,1661672778,76.8,3.29,99
Vulcan,RO,41,23.2667,45.3833,1661672779,78.75,1.61,0
Winnetka,US,80,-87.7359,42.1081,1661672779,73.24,6.91,0
Bandarbeyla,SO,50,50.8122,9.4942,1661672780,86.97,22.28,0
Khani,GE,28,42.9566,41.9563,1661672780,81.97,4.88,0
Jacareacanga,BR,98,-57.7528,-6.2222,1661672781,70.5,0.94,100
Lorengau,PG,81,147.2712,-2.0226,1661672781,81.72,10.74,62
Vao,NC,76,167.4833,-22.6667,1661672781,69.35,24.58,100
Formiga,BR,60,-45.4264,-20.4644,1661672782,60.49,1.19,16
Shiraoi,JP,71,141.35,42.55,1661672782,71.78,9.51,100
Ngunguru,NZ,76,174.5,-35.6167,1661672783,55.65,10.04,7
Chegdomyn,RU,55,133.0167,51.1167,1661672783,66.54,3.09,6
Jining,CN,77,116.5814,35.405,1661672784,63.84,11.32,100
Luanda,AO,83,13.2343,-8.8368,1661672784,69.8,4.61,75
Jalingo,NG,92,11.3667,8.8833,1661672784,72.61,5.32,100
Taytayan,PH,70,126.5019,7.7339,1661672785,84.99,8.01,51
Lucapa,AO,46,20.7447,-8.4192,1661672785,82.9,5.19,29
Saldanha,ZA,59,17.9442,-33.0117,1661672786,50.05,11.41,3
Ritchie,ZA,14,24.6028,-29.038,1661672786,67.21,10.45,0
Alofi,NU,88,-169.9187,-19.0595,1661672786,69.69,6.91,2
Yanji,CN,53,129.5078,42.9075,1661672787,74.95,2.08,77
Suzdal,RU,29,40.4414,56.4281,1661672787,84.45,9.8,100
Gryazi,RU,18,39.9359,52.4966,1661672788,86.95,14.5,100
Deniliquin,AU,52,144.9667,-35.5333,1661672788,61.77,7.34,100
Bethanien,NA,16,17.1583,-26.502,1661672788,64.6,2.42,0
Fort Nelson,CA,87,-122.7002,58.8053,1661672789,51.39,2.3,40
Tiarei,PF,76,-149.3333,-17.5333,1661672789,73.42,3.33,11
Bonfim,BR,92,-59.95,3.0833,1661672790,73.04,0.65,99
Tual,ID,84,132.75,-5.6667,1661672790,80.1,16.08,40
Waiouru,NZ,93,175.6667,-39.4833,1661672791,35.53,2.98,44
Sterling,US,89,-77.4286,39.0062,1661672725,74.89,4.61,0
Mīnāb,IR,23,57.0801,27.1467,1661672791,100.72,4.61,0
Kalevala,RU,91,31.1667,65.2,1661672792,59.88,6.17,100
Charter Township of Clinton,US,92,-82.9199,42.587,1661672792,65.66,6.91,0
Ponta Delgada,PT,88,-25.6667,37.7333,1661672729,72.5,9.22,75
Zhumadian,CN,85,114.0294,32.9794,1661672792,66.34,13.04,100
Havøysund,NO,75,24.6622,70.9963,1661672793,53.83,3.18,96
Pahrump,US,26,-115.9839,36.2083,1661672793,87.85,3.0,0
Tadine,NC,82,167.8833,-21.55,1661672794,71.08,21.0,100
Gbarnga,LR,99,-9.4722,6.9956,1661672794,70.09,4.59,100
Durban,ZA,79,31.0292,-29.8579,1661672529,68.92,1.99,5
Karratha,AU,33,116.8463,-20.7377,1661672795,77.38,14.79,0
Belaya Gora,RU,46,146.4167,68.5333,1661672795,64.74,3.22,48
Homer,US,87,-151.5483,59.6425,1661672796,53.47,0.0,75
Hualmay,PE,87,-77.6139,-11.0964,1661672796,59.47,8.9,49
Bowen,AU,78,148.2333,-20.0167,1661672797,69.87,19.37,4
Caohai,CN,62,104.2841,26.8661,1661672797,74.62,11.83,90
High Level,CA,87,-117.136,58.5169,1661672748,51.91,0.0,0
San Cristobal,VE,92,-72.225,7.7669,1661672628,63.36,2.06,98
Susanville,US,35,-120.653,40.4163,1661672798,58.84,0.0,0
Andenes,NO,87,16.1194,69.3143,1661672519,50.94,19.57,100
Semnan,IR,12,53.3971,35.5729,1661672798,85.84,2.3,0
Tawang Town,IN,93,91.8667,27.5833,1661672799,59.0,2.48,100
Pavlivka,UA,23,28.4596,49.4414,1661672799,81.32,6.53,42
Novoagansk,RU,77,76.6625,61.9449,1661672800,59.09,10.65,100
Rome,US,95,-75.4557,43.2128,1661672800,59.72,4.61,0
Fort Frances,CA,43,-93.4003,48.5999,1661672541,71.82,7.0,0
Evensk,RU,97,159.2333,61.95,1661672801,50.31,1.57,100
La Carolina,ES,51,-3.6153,38.2756,1661672801,78.08,2.37,0
Vestmanna,FO,87,-7.1664,62.1564,1661672802,47.32,1.14,29
Mahon,ES,69,4.2658,39.8885,1661672802,81.16,0.0,20
Manbij,SY,18,37.9549,36.5281,1661672802,95.23,9.48,0
Somerset East,ZA,32,25.588,-32.7217,1661672803,59.34,0.29,0
Araouane,ML,45,-3.5265,18.9048,1661672803,85.59,10.94,16
Micheweni,TZ,63,39.8333,-4.9667,1661672804,79.23,11.68,48
Saint-Joseph,RE,75,55.6167,-21.3667,1661672804,77.38,9.89,8
Zhuanghe,CN,66,122.9911,39.7008,1661672804,71.01,4.16,100
Ushirombo,TZ,35,31.9639,-3.4919,1661672805,81.01,7.72,32
Öttevény,HU,68,17.4847,47.7195,1661672805,71.74,6.38,97
Lukovetskiy,RU,74,41.9211,64.2956,1661672806,66.29,7.36,52
Plettenberg Bay,ZA,61,23.3716,-34.0527,1661672806,59.11,2.84,0
Yamada,JP,92,141.95,39.4667,1661672806,67.46,5.39,100
Zadonsk,RU,19,38.9261,52.3904,1661672807,84.4,14.72,100
Arlit,NE,43,7.3853,18.7369,1661672807,86.63,7.83,60
Pierre,US,81,-100.351,44.3683,1661672807,72.86,11.5,0
Maceió,BR,94,-35.7353,-9.6658,1661672808,71.04,4.61,100
Gravelbourg,CA,67,-106.5512,49.8834,1661672808,61.07,16.78,100
Atherton,GB,80,-2.4935,53.5237,1661672808,63.9,1.99,100
Constitución,CL,76,-72.4167,-35.3333,1661672809,42.76,8.46,0
Manjacaze,MZ,48,33.8828,-24.7117,1661672809,81.46,2.51,0
Kedrovyy,RU,62,91.8167,56.1667,1661672810,50.41,12.01,99
Nara,JP,46,135.8049,34.6851,1661672810,83.57,9.73,58
Arrondissement d'Ajaccio,FR,65,8.9167,42.0,1661672810,77.05,2.3,0
Ibaiti,BR,67,-50.1878,-23.8486,1661672811,57.81,3.27,47
Inuvik,CA,100,-133.7218,68.3499,1661672748,49.21,6.91,100
Sarangani,PH,71,125.4636,5.4033,1661672811,84.2,13.58,67
Sola,VU,80,167.55,-13.8833,1661672812,79.52,17.25,22
Marsh Harbour,BS,72,-77.0636,26.5412,1661672812,83.3,11.88,11
Hamilton,US,90,-84.5333,39.1834,1661672624,70.93,5.75,0
Fernández,AR,22,-63.8935,-27.9204,1661672812,59.45,14.12,97
Aragarças,BR,43,-52.2508,-15.8975,1661672813,69.46,1.83,8
Hīt,IQ,8,42.8251,33.6416,1661672813,105.84,22.64,0
General Pico,AR,42,-63.7568,-35.6566,1661672813,34.63,2.75,0
Maragogi,BR,88,-35.2225,-9.0122,1661672814,72.03,8.75,71
Ihosy,MG,35,46.1167,-22.4,1661672814,74.17,5.97,0
Caţa,RO,37,25.2667,46.0833,1661672815,79.95,1.74,0
Tiznit Province,MA,61,-9.5,29.5833,1661672815,69.98,2.04,0
Price,US,55,-110.8107,39.5994,1661672749,67.12,3.44,0
Ebebiyin,GQ,77,11.3353,2.1511,1661672816,72.1,3.42,100
Bariloche,AR,79,-71.3082,-41.1456,1661672816,28.24,3.44,0
Uddevalla,SE,97,11.9424,58.3478,1661672817,67.32,1.01,86
Iquique,CL,64,-70.1431,-20.2208,1661672817,55.44,9.08,95
Trelew,AR,42,-65.3051,-43.249,1661672817,39.76,8.95,0
Broken Hill,AU,30,141.4333,-31.95,1661672818,67.44,10.36,47
Kingston,JM,88,-76.7936,17.997,1661672335,79.75,6.91,20
Broome,US,88,-75.833,42.2506,1661672818,62.01,6.91,0
Hearst,CA,77,-83.6665,49.6835,1661672819,64.65,10.65,100
Vasil'yevskiy Mokh,RU,31,35.919,57.0132,1661672819,82.81,7.25,48
Markova,UA,35,24.4138,48.6758,1661672819,79.81,3.18,63
Wanning,CN,70,110.3967,18.8003,1661672820,86.65,7.99,13
Šenčur,SI,90,14.4197,46.2456,1661672820,71.29,3.44,75
Liverpool,GB,85,-2.9779,53.4106,1661672634,64.29,4.61,0
Polovinnoye,RU,36,65.9864,54.7914,1661672821,69.1,4.68,69
Aginskoye,RU,30,114.53,51.1,1661672821,74.61,6.76,96
Kiama,AU,82,150.8667,-34.6833,1661672822,62.58,8.01,29
Richards Bay,ZA,63,32.0377,-28.783,1661672822,71.2,3.22,76
Beloha,MG,23,45.05,-25.1667,1661672823,85.23,3.33,0
San Patricio,US,81,-97.5169,28.017,1661672823,86.85,5.7,3
Provincia di Ancona,IT,52,13.1667,43.55,1661672823,79.38,2.3,83
Szikszó,HU,37,20.9333,48.2,1661672824,81.37,2.98,82
Reconquista,AR,62,-59.65,-29.15,1661672824,54.37,14.99,92
Tazovsky,RU,65,78.7,67.4667,1661672825,43.7,12.73,100
Zenzeli,RU,16,47.0474,45.9241,1661672825,93.94,24.79,0
Maridi,SS,84,29.4742,4.9158,1661672825,73.35,2.66,99
Kanniyākumāri,IN,72,77.5667,8.0833,1661672826,82.78,23.4,52
Kamaishi,JP,90,141.8833,39.2667,1661672826,67.68,3.74,100
Samarai,PG,87,150.6667,-10.6167,1661672827,79.56,12.77,95
Yangi Marg`ilon,UZ,28,71.7189,40.4272,1661672827,84.92,9.22,6
Narsaq,GL,67,-46.05,60.9167,1661672827,43.02,5.86,100
Methóni,GR,70,21.7049,36.8197,1661672828,82.26,9.8,0
Noril'sk,RU,77,88.2027,69.3535,1661672828,40.42,11.27,100
Gaspé,CA,100,-64.4819,48.8334,1661672829,53.51,2.3,0
Nizhniy Odes,RU,49,54.856,63.6445,1661672829,76.5,12.71,0
Luangwa,ZM,28,30.4167,-15.6167,1661672830,84.45,8.75,0
Karanganom,ID,57,110.625,-7.6489,1661672830,81.77,13.27,59
Pegnitz,DE,89,11.545,49.7564,1661672830,64.33,4.88,100
Vredendal,ZA,56,18.5012,-31.6683,1661672831,57.97,11.23,0
Pīpri,IN,48,75.5333,19.8,1661672831,86.56,7.83,100
Sagua la Grande,CU,89,-80.0756,22.8067,1661672832,77.99,5.48,25
Kalmunai,LK,59,81.8167,7.4167,1661672832,88.56,11.86,79
Japura,ID,68,102.35,-0.3167,1661672832,86.4,1.12,56
Maybole,GB,88,-4.6803,55.355,1661672833,56.75,1.14,20
Davila,PH,80,120.5763,18.4726,1661672833,85.98,2.48,100
Baza,ES,44,-2.7726,37.4907,1661672834,81.41,6.08,0
Bereda,ES,100,-7.5406,43.2686,1661672834,65.41,1.01,88
Half Moon Bay,US,88,-122.4286,37.4636,1661672776,61.41,8.05,100
San Matías,BO,40,-58.4,-16.3667,1661672835,76.95,3.76,11
The Valley,AI,76,-63.0578,18.217,1661672835,82.09,18.25,4
Kulachi,PK,47,70.4592,31.9286,1661672836,93.78,4.25,3
Novoil'insk,RU,53,108.7143,51.6829,1661672836,65.16,11.63,97
Urusha,RU,56,122.9,54.05,1661672836,66.79,4.41,23
Mount Isa,AU,29,139.5,-20.7333,1661672837,89.37,9.22,31
Ukiah,US,66,-123.2078,39.1502,1661672702,69.69,0.0,0
Celestún,MX,91,-90.4,20.8667,1661672837,77.18,10.92,83
Konstantinovka,RU,41,127.9833,49.6167,1661672838,75.85,3.74,45
Madison,US,91,-86.5667,34.7334,1661672599,76.68,5.01,0
Bull Savanna,JM,85,-77.5902,17.8868,1661672838,76.12,4.43,22
Jiwani,PK,76,61.7417,25.05,1661672839,81.84,9.1,7
Kulhudhuffushi,MV,81,73.07,6.6221,1661672839,80.51,17.29,98
Qaţanā,SY,16,36.0815,33.4354,1661672839,86.43,6.49,0
Nadvoitsy,RU,69,34.3167,63.8667,1661672840,67.8,7.45,85
Pucallpa,PE,84,-74.5539,-8.3791,1661672840,70.11,1.7,19
Port-Gentil,GA,78,8.7815,-0.7193,1661672841,76.96,10.36,75
Auki,SB,88,160.7034,-8.7676,1661672841,76.68,5.97,87
Coihueco,CL,87,-71.8333,-36.6167,1661672841,36.34,9.22,0
Wolgast,DE,81,13.7667,54.05,1661672842,66.22,10.25,100
